time_s,body,x_m,y_m,vx_m_s,vy_m_s,speed_m_s,radius_from_central_m,kinetic_J,potential_J,total_energy_J,angular_momentum_kg_m2_s
2246400.0,StarB,50759023536.11277,49105850318.59985,-12477.029595868007,16217.064358309692,20461.413537136792,149563208147.4936,8.974262111403529e+38,-1.9119098125102193e+39,-1.0144836013698664e+39,6.94248017284845e+45
2246400.0,Planet,-48565403525.98334,193261700488.41452,-15910.508030757137,-13103.965544656754,20612.088171564246,233357976094.61984,8.974262111403529e+38,-1.9119098125102193e+39,-1.0144836013698664e+39,6.94248017284845e+45
2246400.0,Perturber,240760837215.7993,-124988048737.6507,1741.1920717968803,16895.509336831434,16984.99295206938,322428081577.2575,8.974262111403529e+38,-1.9119098125102193e+39,-1.0144836013698664e+39,6.94248017284845e+45
2332800.0,StarA,-68935463197.50961,-40612792924.72269,12756.671699269427,-17263.606227202148,21465.432043423545,0.0,8.976197749000947e+38,-1.9121033760530214e+39,-1.0144836011529268e+39,6.94248017284845e+45
2332800.0,StarB,49663669457.388405,50493398472.26933,-12877.146729818549,15900.436238318236,20460.81084586093,149552975153.8211,8.976197749000947e+38,-1.9121033760530214e+39,-1.0144836011529268e+39,6.94248017284845e+45
2332800.0,Planet,-49931450049.65656,192106923980.3682,-15709.238672242642,-13627.77535177563,20796.548768965178,233494366424.77997,8.976197749000947e+38,-1.9121033760530214e+39,-1.0144836011529268e+39,6.94248017284845e+45
2332800.0,Perturber,240901170872.7717,-123521993763.2509,1507.117415817275,17040.6481075647,17107.164897519055,320737704979.76196,8.976197749000947e+38,-1.9121033760530214e+39,-1.0144836011529268e+39,6.94248017284845e+45
2419200.0,StarA,-67815457381.53175,-42090834300.00354,13168.11996622206,-16948.65036813119,21462.901312403446,0.0,8.978427508281983e+38,-1.9123263517831942e+39,-1.0144836009549958e+39,6.94248017284845e+45
2419200.0,StarB,48534066211.575836,51853165604.357605,-13269.794409478898,15574.014714952351,20460.62995147974,149541588724.92197,8.978427508281983e+38,-1.9123263517831942e+39,-1.0144836009549958e+39,6.94248017284845e+45
2419200.0,Planet,-51279667018.87682,190906681122.74976,-15497.725373099285,-14156.47316961253,20990.12206591388,233583549412.39725,8.978427508281983e+38,-1.9123263517831942e+39,-1.0144836009549958e+39,6.94248017284845e+45
2419200.0,Perturber,241021239977.0718,-122043475602.668,1272.094193109978,17184.008608721007,17231.029438218186,319018072351.1479,8.978427508281983e+38,-1.9123263517831942e+39,-1.0144836009549958e+39,6.94248017284845e+45
